repo_to_remove,repo_to_keep,shared_commit_sha,cluster_size,language,stars_removed,stars_kept
vant-ui/vant,youzan/vant,b03341792e8eb4040512c1084a07653d03d67cc6,2,typescript,19970,24361
bloomberg/ipydatagrid,jupyter-widgets/ipydatagrid,c73a65d78e6cdcef2c8509ab13e9e0371e8907cd,2,typescript,536,629
synthetixio/synpress,synpress-io/synpress,6b17d14c0c2b2f0dc587c70b515f1deeeaf43ae2,2,typescript,678,872
unjs/h3,h3js/h3,c0442b97606318e65ddf3bd46c0073456e6fb240,2,typescript,4044,5398
ethworks/usedapp,truefieng/usedapp,b815a41b45601c84f16dd8d4b6ddef4772623c3d,2,typescript,905,1558
uniswap/uniswap-v3-core,uniswap/v3-core,0ff2b0c35441fc9274b00040eee22b083e18215e,2,typescript,1076,5019
riggraz/astuto,astuto/astuto,44843a03c3ff5163dc83647b7619a9eef7dbc19a,2,typescript,1282,2335
ivanhofer/typesafe-i18n,codingcommons/typesafe-i18n,eac2db67f7ea0ed689eda333996af2987e2d68b7,2,typescript,2365,2450
certusone/wormhole,wormhole-foundation/wormhole,03ef5e101755ed532f433a57b678f0885387edf2,2,typescript,816,1894
0xzion/fower,forsigner/fower,bfc12ed5d47a90d8dd78036f532274ae1948420e,3,typescript,502,505
0x-leen/fower,forsigner/fower,bfc12ed5d47a90d8dd78036f532274ae1948420e,3,typescript,503,505
appworks-lab/pack,apptools-lab/appworks,c656024e5d67ea7a174f24486f9ce219d7fa22be,3,typescript,534,1010
appworks-lab/appworks,apptools-lab/appworks,c656024e5d67ea7a174f24486f9ce219d7fa22be,3,typescript,609,1010
woopen/nplayer,oyuyue/nplayer,b275f5253e5b054161f5c1fdfbbc57065bb07a84,4,typescript,840,1206
codexpunk/nplayer,oyuyue/nplayer,b275f5253e5b054161f5c1fdfbbc57065bb07a84,4,typescript,841,1206
fepano/nplayer,oyuyue/nplayer,b275f5253e5b054161f5c1fdfbbc57065bb07a84,4,typescript,849,1206
huajian123/ng-ant-admin,huajian123/ng-antd-admin,da699eda36792cc6945dccd02fb940f8c3359f0c,2,typescript,580,713
killergerbah/asbplayer,asbplayer/asbplayer,8b54ff2552ee547a71ff9107b478fbcb20685de2,2,typescript,1206,1379
mathuo/dockview,dockview/dockview,8564f7a9f55758f76e87a91f39546de8f3b79fa0,2,typescript,3324,3338
liqvidjs/player,liqvidjs/liqvid,8a88f5a8229c3fe0de5782cf40d398d29b5e719d,2,typescript,533,813
fosscord/fosscord-server,spacebarchat/server,9955183fa1fb50b9b6167bf844c1bc3e1e255723,2,typescript,1018,2189
ethereum/remix-project,remix-project-org/remix-project,f0c196a95c88741f4897c69dfcc61f5955bf34b2,2,typescript,2750,3030
mattermost/focalboard,mattermost-community/focalboard,1c719d3a168906d3cab6351531e95ddef1521f18,2,typescript,21171,26168
daziyuan/livewallpaper,GiantappMan/livewallpaper,b869c695712aa8f97b9f7ecdca3a30bf4b84812f,2,typescript,703,1031
b2o5t/graphql-eslint,graphql-hive/graphql-eslint,76740ba874511fda3f05f5175649b3139df39fbd,3,typescript,716,832
dimaMachina/graphql-eslint,graphql-hive/graphql-eslint,76740ba874511fda3f05f5175649b3139df39fbd,3,typescript,802,832
awslabs/aws-lambda-powertools-typescript,aws-powertools/powertools-lambda-typescript,50d5685a266a40950da897499a1e72986aa3c5a2,2,typescript,1147,1787
blocknative/web3-onboard,thirdweb-dev/web3-onboard,318ec5aafa5dad540dba35755b5fd45069ede502,2,typescript,889,920
purestake/moonbeam,moonbeam-foundation/moonbeam,7ceeea985efa01796c6479fe93d9688ed3830d07,2,typescript,801,937
privacy-scaling-explorations/maci,privacy-ethereum/maci,e7e5ca7e813be66a84f521b4d0428fabafb6149e,2,typescript,577,594
shopify/shopify-api-node,shopify/shopify-api-js,fc6bbcda7986547ed2cf536a3ddcd6070ab32708,2,typescript,521,944
walletconnect/web3modal,reown-com/appkit,19aa4073896728da3231307bec11cb2e2e778a0b,2,typescript,4808,5435
ifcjs/web-ifc,ThatOpen/engine_web-ifc,e91d97d6642ec1a2d30b6f40fccc2b09753dd2a6,2,typescript,515,1006
rayepps/radash,sodiray/radash,b073ed7191f32f5c5c3c9d13d86ca8e36d922d4f,2,typescript,3600,4640
mapomagpie/eh-view-enhance,MapoMagpie/comic-looms,56c4556654356b186563867e356aba2368e42a5a,2,typescript,554,773
jasonkuhrt/graphql-request,graffle-js/graffle,e4b3932c927ed9c04c89b488f35e6f0b654536d7,3,typescript,5793,6117
jasonkuhrt/graffle,graffle-js/graffle,e4b3932c927ed9c04c89b488f35e6f0b654536d7,3,typescript,5836,6117
devlikeapro/whatsapp-http-api,devlikeapro/waha,aebe0138986cd47a7b2d1c8421eca1b83bf8ea75,2,typescript,754,7170
atomicdata-dev/atomic-server,ontola/atomic-server,fa91a84f14b2018ce669f9fbb367bc6c6ca83143,2,typescript,1482,1582
xiaolai/everyone-can-use-english,ZuodaoTech/everyone-can-use-english,57d015e143b7aed0fbe158f3b81e506c3e537466,2,typescript,20560,35149
tiangolo/full-stack-fastapi-template,fastapi/full-stack-fastapi-template,490c554e23343eec0736b06e59b2108fdd057fdc,2,typescript,24982,44609
cezaraugusto/extension.js,extension-js/extension.js,48a4d49e1b0f924396b2879ea4591c89e18934c4,2,typescript,3406,5053
dp-os/gez,esmnext/esmx,4495a6d8f8c5b12e57e1f4e3d4f8aba224c67026,4,typescript,585,674
js-esm/gez,esmnext/esmx,4495a6d8f8c5b12e57e1f4e3d4f8aba224c67026,4,typescript,589,674
esmnext/core,esmnext/esmx,4495a6d8f8c5b12e57e1f4e3d4f8aba224c67026,4,typescript,591,674
vitabaks/postgresql_cluster,autobase-tech/autobase,61bf839777987d999594fb0bf30ab9cc53f5a5c6,3,typescript,1833,4323
vitabaks/autobase,autobase-tech/autobase,61bf839777987d999594fb0bf30ab9cc53f5a5c6,3,typescript,4061,4323
jeffzh4ng/tinydsa,jeffzh4ng/picodsa,52621ca4a943c2789055963d7c390337b8583607,3,typescript,784,785
j4orz/iruka,jeffzh4ng/picodsa,52621ca4a943c2789055963d7c390337b8583607,3,typescript,785,785
justjavac/awesome-wechat-weapp,justjavac/wechat-miniapp-radar,751221b0e626da82eebadb911f2a2d20115f9e00,2,typescript,51187,51221
