repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,num_comment_lines,comment_density,has_teardown_pair,fixture_type_kind,github_url,agent_type,commit_kind,commit_type,raw_source,commit_date,repo_age_at_commit_years
iodide-project/iodide,javascript,f6a0008864d34c1cd315541285e23bdd1f016606,src/editor/console/input/components/__tests__/console-language-menu.test.js,<anonymous>_68,before_each,69,85,17,,2,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/iodide-project/iodide/blob/f6a0008864d34c1cd315541285e23bdd1f016606/src/editor/console/input/components/__tests__/console-language-menu.test.js#L69-L85,human_pre2022,human,,"beforeEach(() => {
    props = {
      availableLanguages: [
        {
          languageId: ""js"",
          displayName: ""JavaScript""
        },
        {
          languageId: ""py"",
          displayName: ""Python""
        }
      ],
      clearConsoleHistory: jest.fn(),
      currentLanguage: ""js"",
      setConsoleLanguageProp: jest.fn()
    };
  })",2020-12-31,3.3921971252566734
iodide-project/iodide,javascript,f6a0008864d34c1cd315541285e23bdd1f016606,src/editor/reducers/__tests__/file-source-reducer.test.js,<anonymous>_150,before_each,151,153,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/iodide-project/iodide/blob/f6a0008864d34c1cd315541285e23bdd1f016606/src/editor/reducers/__tests__/file-source-reducer.test.js#L151-L153,human_pre2022,human,,"beforeEach(() => {
    state = initialState();
  })",2020-12-31,3.3921971252566734
iodide-project/iodide,javascript,f6a0008864d34c1cd315541285e23bdd1f016606,src/editor/reducers/__tests__/file-source-reducer.test.js,<anonymous>_192,before_each,193,195,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/iodide-project/iodide/blob/f6a0008864d34c1cd315541285e23bdd1f016606/src/editor/reducers/__tests__/file-source-reducer.test.js#L193-L195,human_pre2022,human,,"beforeEach(() => {
    state = initialState();
  })",2020-12-31,3.3921971252566734
iodide-project/iodide,javascript,f6a0008864d34c1cd315541285e23bdd1f016606,src/reps/components/__tests__/value-renderer.test.js,<anonymous>_20,before_each,21,28,8,,1,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/iodide-project/iodide/blob/f6a0008864d34c1cd315541285e23bdd1f016606/src/reps/components/__tests__/value-renderer.test.js#L21-L28,human_pre2022,human,,"beforeEach(() => {
    props = {
      rootObjName: ""window"",
      pathToEntity: [""foo"", ""343"", ""bar""],
      requestRepInfo: jest.fn()
    };
    mountedItem = undefined;
  })",2020-12-31,3.3921971252566734
alphagov/govuk-frontend,javascript,2cdc825d4b56929141d5fb536c5578157d0a6265,src/govuk/components/header/header.test.js,<anonymous>_16,before_all,17,22,6,,0,per_class,1,1,0,0,0,0,0.0,1,setup,https://github.com/alphagov/govuk-frontend/blob/2cdc825d4b56929141d5fb536c5578157d0a6265/src/govuk/components/header/header.test.js#L17-L22,human_pre2022,human,,"beforeAll(async () => {
      await page.setJavaScriptEnabled(false)
      await page.goto(`${baseUrl}/components/header/with-navigation/preview`, {
        waitUntil: 'load'
      })
    })",2020-12-23,4.27378507871321
alphagov/govuk-frontend,javascript,2cdc825d4b56929141d5fb536c5578157d0a6265,src/govuk/components/header/header.test.js,<anonymous>_23,after_all,24,26,3,,0,per_class,1,1,0,0,0,0,0.0,0,teardown,https://github.com/alphagov/govuk-frontend/blob/2cdc825d4b56929141d5fb536c5578157d0a6265/src/govuk/components/header/header.test.js#L24-L26,human_pre2022,human,,"afterAll(async () => {
      await page.setJavaScriptEnabled(true)
    })",2020-12-23,4.27378507871321
welldone-software/why-did-you-render,javascript,c3be12c4fcd1b06c981268150f3a1b873cd8a856,tests/defaultNotifier.test.js,<anonymous>_163,after_each,164,166,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/welldone-software/why-did-you-render/blob/c3be12c4fcd1b06c981268150f3a1b873cd8a856/tests/defaultNotifier.test.js#L164-L166,human_pre2022,human,,"afterEach(() => {
    React.__REVERT_WHY_DID_YOU_RENDER__();
  })",2020-12-30,2.138261464750171
welldone-software/why-did-you-render,javascript,c3be12c4fcd1b06c981268150f3a1b873cd8a856,tests/defaultNotifier.test.js,<anonymous>_257,after_each,258,260,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/welldone-software/why-did-you-render/blob/c3be12c4fcd1b06c981268150f3a1b873cd8a856/tests/defaultNotifier.test.js#L258-L260,human_pre2022,human,,"afterEach(() => {
    React.__REVERT_WHY_DID_YOU_RENDER__();
  })",2020-12-30,2.138261464750171
welldone-software/why-did-you-render,javascript,c3be12c4fcd1b06c981268150f3a1b873cd8a856,tests/hooks/hooks.test.js,<anonymous>_10,before_each,11,16,6,,0,per_test,1,1,0,0,0,0,0.0,1,setup,https://github.com/welldone-software/why-did-you-render/blob/c3be12c4fcd1b06c981268150f3a1b873cd8a856/tests/hooks/hooks.test.js#L11-L16,human_pre2022,human,,"beforeEach(() => {
      updateInfos = [];
      whyDidYouRender(React, {
        notifier: updateInfo => updateInfos.push(updateInfo),
      });
    })",2020-12-30,2.138261464750171
welldone-software/why-did-you-render,javascript,c3be12c4fcd1b06c981268150f3a1b873cd8a856,tests/hooks/useState.test.js,<anonymous>_121,before_each,122,127,6,,0,per_test,1,1,0,0,0,0,0.0,1,setup,https://github.com/welldone-software/why-did-you-render/blob/c3be12c4fcd1b06c981268150f3a1b873cd8a856/tests/hooks/useState.test.js#L122-L127,human_pre2022,human,,"beforeEach(() => {
    updateInfos = [];
    whyDidYouRender(React, {
      notifier: updateInfo => updateInfos.push(updateInfo),
    });
  })",2020-12-30,2.138261464750171
welldone-software/why-did-you-render,javascript,c3be12c4fcd1b06c981268150f3a1b873cd8a856,tests/patches/patchClassComponent.test.js,<anonymous>_35,after_each,36,38,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/welldone-software/why-did-you-render/blob/c3be12c4fcd1b06c981268150f3a1b873cd8a856/tests/patches/patchClassComponent.test.js#L36-L38,human_pre2022,human,,"afterEach(() => {
  React.__REVERT_WHY_DID_YOU_RENDER__();
})",2020-12-30,2.138261464750171
ln-zap/zap-desktop,javascript,0d637e370cfd4918f91172fa251e37b3cdc7a754,test/unit/lnd/neutrino.spec.js,<anonymous>_71,before_each,72,78,7,,1,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/ln-zap/zap-desktop/blob/0d637e370cfd4918f91172fa251e37b3cdc7a754/test/unit/lnd/neutrino.spec.js#L72-L78,human_pre2022,human,,"beforeEach(async () => {
        this.neutrino = await prepareLndConfig(lndConfigOptions)
        this.callback = jest.fn()
        this.newVal = 'chain-sync-finished'
        this.neutrino.on('chain-sync-finished', this.callback)
        this.neutrino.setState(this.newVal)
      })",2020-12-20,3.36208076659822
elix/elix,javascript,5f856f692a2223df350a67e8e395df5f0aa5fe40,test/base/DelegateFocusMixin.tests.js,<anonymous>_19,mocha_before,20,22,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/elix/elix/blob/5f856f692a2223df350a67e8e395df5f0aa5fe40/test/base/DelegateFocusMixin.tests.js#L20-L22,human_pre2022,human,,"before(() => {
    container = document.getElementById(""container"");
  })",2020-12-23,4.087611225188227
elix/elix,javascript,5f856f692a2223df350a67e8e395df5f0aa5fe40,test/base/DelegateInputLabelMixin.tests.js,<anonymous>_36,mocha_before,37,39,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/elix/elix/blob/5f856f692a2223df350a67e8e395df5f0aa5fe40/test/base/DelegateInputLabelMixin.tests.js#L37-L39,human_pre2022,human,,"before(() => {
    container = document.getElementById(""container"");
  })",2020-12-23,4.087611225188227
elix/elix,javascript,5f856f692a2223df350a67e8e395df5f0aa5fe40,test/base/KeyboardMixin.tests.js,<anonymous>_12,mocha_before,13,15,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/elix/elix/blob/5f856f692a2223df350a67e8e395df5f0aa5fe40/test/base/KeyboardMixin.tests.js#L13-L15,human_pre2022,human,,"before(() => {
    container = document.getElementById(""container"");
  })",2020-12-23,4.087611225188227
elix/elix,javascript,5f856f692a2223df350a67e8e395df5f0aa5fe40,test/base/Menu.tests.js,<anonymous>_11,mocha_before,12,14,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/elix/elix/blob/5f856f692a2223df350a67e8e395df5f0aa5fe40/test/base/Menu.tests.js#L12-L14,human_pre2022,human,,"before(() => {
    container = document.getElementById(""container"");
  })",2020-12-23,4.087611225188227
elix/elix,javascript,5f856f692a2223df350a67e8e395df5f0aa5fe40,test/base/NumberSpinBox.tests.js,<anonymous>_9,mocha_before,10,12,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/elix/elix/blob/5f856f692a2223df350a67e8e395df5f0aa5fe40/test/base/NumberSpinBox.tests.js#L10-L12,human_pre2022,human,,"before(() => {
    container = document.getElementById(""container"");
  })",2020-12-23,4.087611225188227
elix/elix,javascript,5f856f692a2223df350a67e8e395df5f0aa5fe40,test/base/OverlayMixin.tests.js,<anonymous>_19,mocha_before,20,22,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/elix/elix/blob/5f856f692a2223df350a67e8e395df5f0aa5fe40/test/base/OverlayMixin.tests.js#L20-L22,human_pre2022,human,,"before(() => {
    container = document.getElementById(""container"");
  })",2020-12-23,4.087611225188227
offen/offen,javascript,4d8a3a975109414f18b41006a8aa4aa89e532f58,packages/fetch-response/index.test.js,<anonymous>_86,mocha_before,87,92,6,,0,per_test,1,1,0,0,0,0,0.0,1,setup,https://github.com/offen/offen/blob/4d8a3a975109414f18b41006a8aa4aa89e532f58/packages/fetch-response/index.test.js#L87-L92,human_pre2022,human,,"before(function () {
        fetchMock.get('https://example.net', {
          status: 503,
          body: '{""status"":500,""error"":""could not connect to database""}'
        })
      })",2020-12-31,1.727583846680356
offen/offen,javascript,4d8a3a975109414f18b41006a8aa4aa89e532f58,packages/fetch-response/index.test.js,<anonymous>_116,mocha_before,117,122,6,,0,per_test,1,1,0,0,0,0,0.0,1,setup,https://github.com/offen/offen/blob/4d8a3a975109414f18b41006a8aa4aa89e532f58/packages/fetch-response/index.test.js#L117-L122,human_pre2022,human,,"before(function () {
        fetchMock.get('https://example.net', {
          status: 500,
          body: 'Internal Server Error'
        })
      })",2020-12-31,1.727583846680356
offen/offen,javascript,4d8a3a975109414f18b41006a8aa4aa89e532f58,packages/fetch-response/index.test.js,<anonymous>_123,mocha_after,124,126,3,,0,per_test,1,1,0,0,0,0,0.0,0,teardown,https://github.com/offen/offen/blob/4d8a3a975109414f18b41006a8aa4aa89e532f58/packages/fetch-response/index.test.js#L124-L126,human_pre2022,human,,"after(function () {
        fetchMock.restore()
      })",2020-12-31,1.727583846680356
offen/offen,javascript,4d8a3a975109414f18b41006a8aa4aa89e532f58,vault/src/aggregating-storage.test.js,<anonymous>_19,mocha_before,20,155,134,,0,per_test,1,1,0,7,0,0,0.0,0,setup,https://github.com/offen/offen/blob/4d8a3a975109414f18b41006a8aa4aa89e532f58/vault/src/aggregating-storage.test.js#L20-L155,human_pre2022,human,,"before(function () {
      return window.crypto.subtle.generateKey(
        {
          name: 'RSA-OAEP',
          modulusLength: 2048,
          publicExponent: new Uint8Array([0x01, 0x00, 0x01]),
          hash: { name: 'SHA-256' }
        },
        true,
        ['encrypt', 'decrypt']
      )
        .then(function (result) {
          publicKey = result.publicKey
          return Promise.all([
            window.crypto.subtle.exportKey('jwk', result.privateKey),
            window.crypto.subtle.exportKey('jwk', result.publicKey)
          ])
        })
        .then(function (results) {
          privateJwk = results[0]
          publicJwk = results[1]

          var userSecretsById = {}
          var userSecrets = ['test-user-1', 'test-user-2']
            .map(function (userId) {
              return window.crypto.subtle
                .generateKey(
                  {
                    name: 'AES-GCM',
                    length: 256
                  },
                  true,
                  ['encrypt', 'decrypt']
                )
                .then(function (userSecret) {
                  userSecretsById[userId] = userSecret
                  return window.crypto.subtle.exportKey('jwk', userSecret)
                })
                .then(function (jwk) {
                  return window.crypto.subtle
                    .encrypt(
                      {
                        name: 'RSA-OAEP'
                      },
                      publicKey,
                      Unibabel.utf8ToBuffer(JSON.stringify(jwk))
                    )
                    .then(function (encrypted) {
                      var value = '{1,} ' + Unibabel.arrToBase64(new Uint8Array(encrypted))
                      return {
                        secretId: userId,
                        value: value,
                        type: 'ENCRYPTED_USER_SECRET'
                      }
                    })
                })
            })

          return Promise.all(userSecrets)
            .then(function (_encryptedSecrets) {
              encryptedSecrets = _encryptedSecrets
            })
            .then(function (res) {
              var now = new Date('2019-07-14T10:01:00.000Z')
              var minuteAgo = new Date('2019-07-14T10:00:30.000Z')
              var twoHoursAgo = new Date('2019-07-12T10:15:30.000Z')
              var events = [
                {
                  accountId: 'test-account-1',
                  secretId: 'test-user-1',
                  eventId: ULID.ulid(now.getTime()),
                  timestamp: now.toJSON(),
                  payload: {
                    type: 'PAGEVIEW',
                    href: 'https://www.offen.dev',
                    title: 'Transparent web analytics',
                    sessionId: 'session-id-1',
                    referrer: '',
                    timestamp: now.toJSON(),
                    pageload: null
                  }
                },
                {
                  accountId: 'test-account-1',
                  secretId: 'test-user-2',
                  eventId: ULID.ulid(minuteAgo.getTime()),
                  timestamp: minuteAgo.toJSON(),
                  payload: {
                    type: 'PAGEVIEW',
                    href: 'https://www.offen.dev',
                    title: 'Transparent web analytics',
                    sessionId: 'session-id-1',
                    referrer: '',
                    timestamp: minuteAgo.toJSON(),
                    pageload: null
                  }
                },
                {
                  accountId: 'test-account-1',
                  secretId: 'test-user-2',
                  eventId: ULID.ulid(twoHoursAgo.getTime()),
                  timestamp: twoHoursAgo.toJSON(),
                  payload: {
                    type: 'PAGEVIEW',
                    href: 'https://www.offen.dev',
                    title: 'Transparent web analytics',
                    sessionId: 'session-id-1',
                    referrer: '',
                    timestamp: twoHoursAgo.toJSON(),
                    pageload: null
                  }
                }
              ].map(function (event) {
                var nonce = window.crypto.getRandomValues(new Uint8Array(12))
                return window.crypto.subtle
                  .encrypt(
                    {
                      name: 'AES-GCM',
                      iv: nonce,
                      length: 128
                    },
                    userSecretsById[event.secretId],
                    Unibabel.utf8ToBuffer(JSON.stringify(event.payload))
                  )
                  .then(function (encryptedEventPayload) {
                    event.payload = '{1,} ' + Unibabel.arrToBase64(new Uint8Array(encryptedEventPayload)) + ' ' + Unibabel.arrToBase64(nonce)
                    return event
                  })
              })
              return Promise.all(events)
            })
            .then(function (_encryptedEvents) {
              encrpytedEvents = _encryptedEvents
            })
        })
    })",2020-12-31,1.727583846680356
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,blockchain-masterclass/dex-3-frontend/2-setup-truffle-project/test/dex.js,<anonymous>_18,before_each,19,53,34,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/blockchain-masterclass/dex-3-frontend/2-setup-truffle-project/test/dex.js#L19-L53,human_pre2022,human,,"beforeEach(async() => {
    ([dai, bat, rep, zrx] = await Promise.all([
      Dai.new(), 
      Bat.new(), 
      Rep.new(), 
      Zrx.new()
    ]));
    dex = await Dex.new();
    await Promise.all([
      dex.addToken(DAI, dai.address),
      dex.addToken(BAT, bat.address),
      dex.addToken(REP, rep.address),
      dex.addToken(ZRX, zrx.address)
    ]);

    const amount = web3.utils.toWei('1000');
    const seedTokenBalance = async (token, trader) => {
      await token.faucet(trader, amount)
      await token.approve(
        dex.address, 
        amount, 
        {from: trader}
      );
    };
    await Promise.all(
      [dai, bat, rep, zrx].map(
        token => seedTokenBalance(token, trader1) 
      )
    );
    await Promise.all(
      [dai, bat, rep, zrx].map(
        token => seedTokenBalance(token, trader2) 
      )
    );
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,blockchain-masterclass/wallet-2-testing/4-your-first-solidity-test/test/wallet.js,<anonymous>_4,before_each,5,8,4,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/blockchain-masterclass/wallet-2-testing/4-your-first-solidity-test/test/wallet.js#L5-L8,human_pre2022,human,,"beforeEach(async () => {
    wallet = await Wallet.new([accounts[0], accounts[1], accounts[2]], 2); 
    await web3.eth.sendTransaction({from: accounts[0], to: wallet.address, value: 1000}); 
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,dapp-30/day12-fibonacci/tests/start/test/fibonacci.js,<anonymous>_4,mocha_before,5,7,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/dapp-30/day12-fibonacci/tests/start/test/fibonacci.js#L5-L7,human_pre2022,human,,"before(async () => {
    fibonacci = await Fibonacci.deployed();
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,dapp-30/day16-loan-state-machine/tests/end/test/stateMachine.js,<anonymous>_10,mocha_before,11,13,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/dapp-30/day16-loan-state-machine/tests/end/test/stateMachine.js#L11-L13,human_pre2022,human,,"before(async () => {
    stateMachine = await StateMachine.deployed();
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,dapp-30/day17-event-organization/tests/end/test/event.js,<anonymous>_5,mocha_before,6,8,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/dapp-30/day17-event-organization/tests/end/test/event.js#L6-L8,human_pre2022,human,,"before(async () => {
    eventContract = await EventContract.new();
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,dapp-30/day19-fomo3d/tests/end/test/fomo3d.js,<anonymous>_12,before_each,13,15,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/dapp-30/day19-fomo3d/tests/end/test/fomo3d.js#L13-L15,human_pre2022,human,,"beforeEach(async () => {
    fomo3D = await Fomo3D.new(2);
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,dapp-30/day20-rock-paper-scissors/tests/start/test/rockPaperScissors.js,<anonymous>_8,before_each,9,11,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/dapp-30/day20-rock-paper-scissors/tests/start/test/rockPaperScissors.js#L9-L11,human_pre2022,human,,"beforeEach(async () => {
    contract = await RockPaperScissors.new();
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,dapp-30/day21-ERC20-tokens/tests/end/test/erc20token.js,<anonymous>_7,before_each,8,10,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/dapp-30/day21-ERC20-tokens/tests/end/test/erc20token.js#L8-L10,human_pre2022,human,,"beforeEach(async () => {
    token = await Token.new('My Token', 'TKN', 18, initialBalance); 
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,dapp-30/day24-cryptokitty-collectible-game/tests/start/test/cryptokitty.js,<anonymous>_7,before_each,8,10,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/dapp-30/day24-cryptokitty-collectible-game/tests/start/test/cryptokitty.js#L8-L10,human_pre2022,human,,"beforeEach(async () => {
    game = await Game.new('https://url-to-your-game-server');
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,dapp-30/day26-ebay/tests/end/test/ebay.js,<anonymous>_12,before_each,13,15,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/dapp-30/day26-ebay/tests/end/test/ebay.js#L13-L15,human_pre2022,human,,"beforeEach(async () => {
    ebay = await Ebay.new();
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,dapp-30/day30-dex/tests/2-limit-orders/test/dex.js,<anonymous>_20,before_each,21,55,34,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/dapp-30/day30-dex/tests/2-limit-orders/test/dex.js#L21-L55,human_pre2022,human,,"beforeEach(async() => {
    ([dai, bat, rep, zrx] = await Promise.all([
      Dai.new(), 
      Bat.new(), 
      Rep.new(), 
      Zrx.new()
    ]));
    dex = await Dex.new();
    await Promise.all([
      dex.addToken(DAI, dai.address),
      dex.addToken(BAT, bat.address),
      dex.addToken(REP, rep.address),
      dex.addToken(ZRX, zrx.address)
    ]);

    const amount = web3.utils.toWei('1000');
    const seedTokenBalance = async (token, trader) => {
      await token.faucet(trader, amount)
      await token.approve(
        dex.address, 
        amount, 
        {from: trader}
      );
    };
    await Promise.all(
      [dai, bat, rep, zrx].map(
        token => seedTokenBalance(token, trader1) 
      )
    );
    await Promise.all(
      [dai, bat, rep, zrx].map(
        token => seedTokenBalance(token, trader2) 
      )
    );
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,dapp-30/day6-ether-wallet/tests/start/test/etherWallet.js,<anonymous>_4,mocha_before,5,7,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/dapp-30/day6-ether-wallet/tests/start/test/etherWallet.js#L5-L7,human_pre2022,human,,"before(async () => {
    etherWallet = await EtherWallet.deployed();
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,screencast/235-fork-sushiswap/test/AMasterChef.test.js,<anonymous>_6,before_each,7,9,3,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/screencast/235-fork-sushiswap/test/AMasterChef.test.js#L7-L9,human_pre2022,human,,"beforeEach(async () => {
        this.sushi = await SushiToken.new({ from: alice });
    })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,screencast/future-nfts-marketplace/test/market.js,<anonymous>_14,before_each,15,27,13,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/screencast/future-nfts-marketplace/test/market.js#L15-L27,human_pre2022,human,,"beforeEach(async () => {
    market = await Market.new();
    nft = await NFT.new('aaa', 'aaa');
    await nft.mint(seller, 1);
    await nft.approve(market.address, 1, {from: seller});
    await market.createAuction(
      nft.address,
      1,
      web3.utils.toWei('1'),
      CATEGORIES.GAME,
      {from: seller}
    );
  })",2020-12-27,3.154004106776181
jklepatch/eattheblocks,javascript,54a70ea2c60dfeafcf4e71d9df881fe18ae3575f,todolist/step_testing/test/Todo.test.js,<anonymous>_8,mocha_before,9,9,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/jklepatch/eattheblocks/blob/54a70ea2c60dfeafcf4e71d9df881fe18ae3575f/todolist/step_testing/test/Todo.test.js#L9-L9,human_pre2022,human,,before(async () =>  accounts = await web3.eth.getAccounts()),2020-12-27,3.154004106776181
jaredpalmer/razzle,javascript,717dd3e916f5523864f3138ebc936f5bd8117be9,packages/razzle-plugin-graphql/tests/index.test.js,<anonymous>_60,before_all,61,65,5,,0,per_class,1,1,0,0,0,0,0.0,0,setup,https://github.com/jaredpalmer/razzle/blob/717dd3e916f5523864f3138ebc936f5bd8117be9/packages/razzle-plugin-graphql/tests/index.test.js#L61-L65,human_pre2022,human,,"beforeAll(async () => {
        config = await createRazzleTestConfig('web', 'prod', {
          plugins: [{ object: plugin }],
        });
      })",2020-12-31,4.889801505817933
jaredpalmer/razzle,javascript,717dd3e916f5523864f3138ebc936f5bd8117be9,packages/razzle-plugin-graphql/tests/index.test.js,<anonymous>_86,before_all,87,91,5,,0,per_class,1,1,0,0,0,0,0.0,0,setup,https://github.com/jaredpalmer/razzle/blob/717dd3e916f5523864f3138ebc936f5bd8117be9/packages/razzle-plugin-graphql/tests/index.test.js#L87-L91,human_pre2022,human,,"beforeAll(async () => {
      config = await createRazzleTestConfig('node', 'prod', {
        plugins: [{ object: plugin }],
      });
    })",2020-12-31,4.889801505817933
gridsome/gridsome,javascript,888317662d84995a2da622845b7c6bbe622d2254,gridsome/lib/__tests__/project-blog.build.e2e.js,<anonymous>_25,after_all,26,33,8,,0,per_class,3,1,0,0,0,0,0.0,0,teardown,https://github.com/gridsome/gridsome/blob/888317662d84995a2da622845b7c6bbe622d2254/gridsome/lib/__tests__/project-blog.build.e2e.js#L26-L33,human_pre2022,human,,"afterAll(async () => {
  server && await server.close()
  browser && await browser.close()
  await fs.remove(path.join(context, 'dist'))
  await fs.remove(path.join(context, 'src', '.temp'))
  await fs.remove(path.join(context, 'node_modules', '.cache'))
  await fs.remove(path.join(context, '.cache'))
})",2020-12-28,2.412046543463381
gridsome/gridsome,javascript,888317662d84995a2da622845b7c6bbe622d2254,gridsome/lib/app/__tests__/ImageProcessQueue.spec.js,<anonymous>_21,after_all,22,22,1,,0,per_class,1,1,0,0,0,0,0.0,0,teardown,https://github.com/gridsome/gridsome/blob/888317662d84995a2da622845b7c6bbe622d2254/gridsome/lib/app/__tests__/ImageProcessQueue.spec.js#L22-L22,human_pre2022,human,,afterAll(() => fs.remove(imagesDir)),2020-12-28,2.412046543463381
gridsome/gridsome,javascript,888317662d84995a2da622845b7c6bbe622d2254,gridsome/lib/graphql/__tests__/nodes.references.spec.js,<anonymous>_10,after_all,11,14,4,,0,per_class,1,1,0,0,0,0,0.0,0,teardown,https://github.com/gridsome/gridsome/blob/888317662d84995a2da622845b7c6bbe622d2254/gridsome/lib/graphql/__tests__/nodes.references.spec.js#L11-L14,human_pre2022,human,,"afterAll(() => {
  app = null
  api = null
})",2020-12-28,2.412046543463381
